Pd_precatalyst,Ligand,Pd_loading,Temperature,Selectfluor,Complex_NBO_charge_Pd,Complex_Sterimol_B5_N1_N2(A)_morfeus,Ligand_HOMO,Ligand_NMR_shift_N2,Ligand_%Vbur_N2_3.0A,yield_1,yield_2,yield_3,priority
C8,L9,6,60,1.0,0.89061,7.698209894,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,1.0
C6,L9,8,60,1.0,0.88879,8.428925307,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,1.0
C6,L8,4,60,1.0,0.88879,8.428925307,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,1.0
C3,L9,4,60,1.0,0.89483,8.13139143,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,1.0
C1,L3,4,60,1.5,0.8947,6.980313279,-0.30198,-85.541,65.8261323,PENDING,PENDING,PENDING,1.0
C9,L9,10,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,10,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,8,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,6,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,4,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,2,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,70,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,70,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,70,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,60,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,60,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,60,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,50,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,50,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,50,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,40,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,40,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,40,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,30,2.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,30,1.5,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L9,1,30,1.0,0.88809,9.500358807,-0.31762,-66.5112,67.73595799,PENDING,PENDING,PENDING,0.0
C9,L8,10,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,10,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,8,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,6,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,4,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,2,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,70,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,70,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,70,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,60,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,60,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,60,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,50,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,50,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,50,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,40,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,40,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,40,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,30,2.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,30,1.5,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L8,1,30,1.0,0.88809,9.500358807,-0.32875,-90.1039,61.33138409,PENDING,PENDING,PENDING,0.0
C9,L7,10,70,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,70,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,70,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,60,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,60,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,60,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,50,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,50,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,50,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,40,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,40,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,40,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,30,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,30,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,10,30,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,70,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,70,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,70,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,60,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,60,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,60,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,50,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,50,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,50,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,40,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,40,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,40,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,30,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,30,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,8,30,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,70,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,70,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,70,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,60,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,60,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,60,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,50,2.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,50,1.5,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
C9,L7,6,50,1.0,0.88809,9.500358807,-0.32393,-6.655,67.0534118,PENDING,PENDING,PENDING,0.0
